0.00000 0.00000
0.00873 442745336.00000
0.01745 442745336.00000
0.02618 1726819322.00000
0.03491 442745336.00000
0.04363 2072183187.00000
0.05236 1726819322.00000
0.06109 -360569422.00000
0.06981 442745336.00000
0.07854 -1992541532.00000
0.08727 2072183187.00000
0.09599 1493351325.00000
0.10472 1726819322.00000
0.11345 -57923432.00000
0.12217 -360569422.00000
0.13090 -1532056379.00000
0.13963 442745336.00000
0.14835 -846524183.00000
0.15708 -1992541532.00000
0.16581 -983467285.00000
0.17453 2072183187.00000
0.18326 -480759229.00000
0.19199 1493351325.00000
0.20071 -999167204.00000
0.20944 1726819322.00000
0.21817 -1778227287.00000
0.22689 -57923432.00000
0.23562 -1328361022.00000
0.24435 -360569422.00000
0.25307 -251965026.00000
0.26180 -1532056379.00000
0.27053 -1759729870.00000
0.27925 442745336.00000
0.28798 559479334.00000
0.29671 -846524183.00000
0.30543 1141075844.00000
0.31416 -1992541532.00000
0.32289 847235674.00000
0.33161 -983467285.00000
0.34034 -1508887007.00000
0.34907 2072183187.00000
0.35779 -178219164.00000
0.36652 -480759229.00000
0.37525 -1867940227.00000
0.38397 1493351325.00000
0.39270 1841940611.00000
0.40143 -999167204.00000
0.41015 666972764.00000
0.41888 1726819322.00000
0.42761 -1639212852.00000
0.43633 -1778227287.00000
0.44506 867306310.00000
0.45379 -57923432.00000
0.46251 -1515498675.00000
0.47124 -1328361022.00000
0.47997 335687601.00000
0.48869 -360569422.00000
0.49742 776010909.00000
0.50615 -251965026.00000
0.51487 -1849207661.00000
0.52360 -1532056379.00000
0.53233 -1718168601.00000
0.54105 -1759729870.00000
0.54978 790643460.00000
0.55851 442745336.00000
0.56723 -92677491.00000
0.57596 559479334.00000
0.58469 1576792728.00000
0.59341 -846524183.00000
0.60214 -1332222938.00000
0.61087 1141075844.00000
0.61959 -1657650515.00000
0.62832 -1992541532.00000
0.63705 1859039505.00000
0.64577 847235674.00000
0.65450 492341814.00000
0.66323 -983467285.00000
0.67195 -134013042.00000
0.68068 -1508887007.00000
0.68941 -783020401.00000
0.69813 2072183187.00000
0.70686 -1771148029.00000
0.71558 -178219164.00000
0.72431 1065846309.00000
0.73304 -480759229.00000
0.74176 181774113.00000
0.75049 -1867940227.00000
0.75922 -167976683.00000
0.76794 1493351325.00000
0.77667 1814378513.00000
0.78540 1841940611.00000
0.79412 547368549.00000
0.80285 -999167204.00000
0.81158 258502518.00000
0.82030 666972764.00000
0.82903 -1645767287.00000
0.83776 1726819322.00000
0.84648 -681995660.00000
0.85521 -1639212852.00000
0.86394 -1058669542.00000
0.87266 -1778227287.00000
0.88139 -1037705789.00000
0.89012 867306310.00000
0.89884 525296168.00000
0.90757 -57923432.00000
0.91630 -2102594302.00000
0.92502 -1515498675.00000
0.93375 -1822454186.00000
0.94248 -1328361022.00000
0.95120 -1749611290.00000
0.95993 335687601.00000
0.96866 564823782.00000
0.97738 -360569422.00000
0.98611 -1003524065.00000
0.99484 776010909.00000
1.00356 -1598667526.00000
1.01229 -251965026.00000
1.02102 851462188.00000
1.02974 -1849207661.00000
1.03847 2100377574.00000
1.04720 -1532056379.00000
1.05592 -170562053.00000
1.06465 -1718168601.00000
1.07338 -237625553.00000
1.08210 -1759729870.00000
1.09083 1449803636.00000
1.09956 790643460.00000
1.10828 1359334802.00000
1.11701 442745336.00000
1.12574 372724562.00000
1.13446 -92677491.00000
1.14319 -1501768453.00000
1.15192 559479334.00000
1.16064 -1737529367.00000
1.16937 1576792728.00000
1.17810 -407390716.00000
1.18682 -846524183.00000
1.19555 -934395553.00000
1.20428 -1332222938.00000
1.21300 2107155426.00000
1.22173 1141075844.00000
1.23046 889297019.00000
1.23918 -1657650515.00000
1.24791 -474703837.00000
1.25664 -1992541532.00000
1.26536 657421438.00000
1.27409 1859039505.00000
1.28282 677694395.00000
1.29154 847235674.00000
1.30027 -2127454709.00000
1.30900 492341814.00000
1.31772 602855241.00000
1.32645 -983467285.00000
1.33518 1156408414.00000
1.34390 -134013042.00000
1.35263 1169196481.00000
1.36136 -1508887007.00000
1.37008 -1581345701.00000
1.37881 -783020401.00000
1.38754 -589009135.00000
1.39626 2072183187.00000
1.40499 1925928406.00000
1.41372 -1771148029.00000
1.42244 -943447820.00000
1.43117 -178219164.00000
1.43990 447583468.00000
1.44862 1065846309.00000
1.45735 2011043577.00000
1.46608 -480759229.00000
1.47480 -1392818776.00000
1.48353 181774113.00000
1.49226 1034681212.00000
1.50098 -1867940227.00000
1.50971 1494421190.00000
1.51844 -167976683.00000
1.52716 -805126244.00000
1.53589 1493351325.00000
1.54462 198850658.00000
1.55334 1814378513.00000
1.56207 100651940.00000
1.57080 1841940611.00000
1.57952 1072432908.00000
1.58825 547368549.00000
1.59698 -1145445734.00000
1.60570 -999167204.00000
1.61443 -181204920.00000
1.62316 258502518.00000
1.63188 -615653951.00000
1.64061 666972764.00000
1.64934 -904560125.00000
1.65806 -1645767287.00000
1.66679 -2064398760.00000
1.67552 1726819322.00000
1.68424 827723410.00000
1.69297 -681995660.00000
1.70170 1369870772.00000
1.71042 -1639212852.00000
1.71915 -1064043499.00000
1.72788 -1058669542.00000
1.73660 -1398673599.00000
1.74533 -1778227287.00000
1.75406 -1812116379.00000
1.76278 -1037705789.00000
1.77151 1083153499.00000
1.78024 867306310.00000
1.78896 -1001568790.00000
1.79769 525296168.00000
1.80642 1975162905.00000
1.81514 -57923432.00000
1.82387 -324797362.00000
1.83260 -2102594302.00000
1.84132 -16389285.00000
1.85005 -1515498675.00000
1.85878 -1105100343.00000
1.86750 -1822454186.00000
1.87623 1941621655.00000
1.88496 -1328361022.00000
1.89368 -1619126683.00000
1.90241 -1749611290.00000
1.91114 -192296095.00000
1.91986 335687601.00000
1.92859 1461354640.00000
1.93732 564823782.00000
1.94604 -631825527.00000
1.95477 -360569422.00000
1.96350 -1103427889.00000
1.97222 -1003524065.00000
1.98095 1838980863.00000
1.98968 776010909.00000
1.99840 2085494314.00000
2.00713 -1598667526.00000
2.01586 1252971711.00000
2.02458 -251965026.00000
2.03331 -1836150529.00000
2.04204 851462188.00000
2.05076 -650830495.00000
2.05949 -1849207661.00000
2.06822 1819284328.00000
2.07694 2100377574.00000
2.08567 -603996785.00000
2.09440 -1532056379.00000
2.10312 -153448338.00000
2.11185 -170562053.00000
2.12058 -929874940.00000
2.12930 -1718168601.00000
2.13803 -1763747105.00000
2.14675 -237625553.00000
2.15548 -549657074.00000
2.16421 -1759729870.00000
2.17293 1421128413.00000
2.18166 1449803636.00000
2.19039 -575120446.00000
2.19911 790643460.00000
2.20784 -1843785687.00000
2.21657 1359334802.00000
2.22529 -1189290282.00000
2.23402 442745336.00000
2.24275 -946068014.00000
2.25147 372724562.00000
2.26020 1581836098.00000
2.26893 -92677491.00000
2.27765 1207686854.00000
2.28638 -1501768453.00000
2.29511 2015036629.00000
2.30383 559479334.00000
2.31256 152182498.00000
2.32129 -1737529367.00000
2.33001 987515586.00000
2.33874 1576792728.00000
2.34747 1906225890.00000
2.35619 -407390716.00000
2.36492 877848183.00000
2.37365 -846524183.00000
2.38237 729824732.00000
2.39110 -934395553.00000
2.39983 537100162.00000
2.40855 -1332222938.00000
2.41728 -102495000.00000
2.42601 2107155426.00000
2.43473 -1086985741.00000
2.44346 1141075844.00000
2.45219 -1828193663.00000
2.46091 889297019.00000
2.46964 -1268917302.00000
2.47837 -1657650515.00000
2.48709 2100610914.00000
2.49582 -474703837.00000
2.50455 1637021225.00000
2.51327 -1992541532.00000
2.52200 -291438372.00000
2.53073 657421438.00000
2.53945 -909327547.00000
2.54818 1859039505.00000
2.55691 -1342878276.00000
2.56563 677694395.00000
2.57436 1956607708.00000
2.58309 847235674.00000
2.59181 20096376.00000
2.60054 -2127454709.00000
2.60927 1413312546.00000
2.61799 492341814.00000
2.62672 -2134788831.00000
2.63545 602855241.00000
2.64417 -1383607718.00000
2.65290 -983467285.00000
2.66163 343452037.00000
2.67035 1156408414.00000
2.67908 33431892.00000
2.68781 -134013042.00000
2.69653 -731260875.00000
2.70526 1169196481.00000
2.71399 -77479574.00000
2.72271 -1508887007.00000
2.73144 -145594198.00000
2.74017 -1581345701.00000
2.74889 1491508227.00000
2.75762 -783020401.00000
2.76635 -1065074953.00000
2.77507 -589009135.00000
2.78380 -573698863.00000
2.79253 2072183187.00000
2.80125 1865028382.00000
2.80998 1925928406.00000
2.81871 1095544813.00000
2.82743 -1771148029.00000
2.83616 784851467.00000
2.84489 -943447820.00000
2.85361 530496477.00000
2.86234 -178219164.00000
2.87107 148687832.00000
2.87979 447583468.00000
2.88852 -332312669.00000
2.89725 1065846309.00000
2.90597 -678557388.00000
2.91470 2011043577.00000
2.92343 -456552736.00000
2.93215 -480759229.00000
2.94088 960819595.00000
2.94961 -1392818776.00000
2.95833 93623680.00000
2.96706 181774113.00000
2.97579 -2060706687.00000
2.98451 1034681212.00000
2.99324 -32685847.00000
3.00197 -1867940227.00000
3.01069 -1065778351.00000
3.01942 1494421190.00000
3.02815 648449440.00000
3.03687 -167976683.00000
3.04560 -1804259416.00000
3.05433 -805126244.00000
3.06305 1999297224.00000
3.07178 1493351325.00000
3.08051 1160610621.00000
3.08923 198850658.00000
3.09796 2109853425.00000
3.10669 1814378513.00000
3.11541 -1463059814.00000
3.12414 100651940.00000
3.13287 1452269357.00000
3.14159 1841940611.00000
3.15032 528122486.00000
3.15905 1072432908.00000
3.16777 -1545363800.00000
3.17650 547368549.00000
3.18523 -1948742232.00000
3.19395 -1145445734.00000
3.20268 -2031745649.00000
3.21141 -999167204.00000
3.22013 1273238731.00000
3.22886 -181204920.00000
3.23759 -1731998486.00000
3.24631 258502518.00000
3.25504 845057021.00000
3.26377 -615653951.00000
3.27249 -465120007.00000
3.28122 666972764.00000
3.28995 -2137347998.00000
3.29867 -904560125.00000
3.30740 -539537662.00000
3.31613 -1645767287.00000
3.32485 -525432563.00000
3.33358 -2064398760.00000
3.34231 1742542003.00000
3.35103 1726819322.00000
3.35976 1610776485.00000
3.36849 827723410.00000
3.37721 -1183172724.00000
3.38594 -681995660.00000
3.39467 1781911030.00000
3.40339 1369870772.00000
3.41212 1838703823.00000
3.42085 -1639212852.00000
3.42957 -1001178970.00000
3.43830 -1064043499.00000
3.44703 1950564056.00000
